formula_id,spec,semantics,algorithm,mode,n_samples,m_runs,avg_total_s,avg_per_sample_s,avg_per_sample_us,temporal_depth
40,"G[0,3900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004692170060006901,2.3460850300034506e-07,0.23460850300034505,3900.0
41,"G[0,4000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004719040879990644,2.3595204399953217e-07,0.23595204399953218,4000.0
42,"G[0,4100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004705810839977858,2.352905419988929e-07,0.2352905419988929,4100.0
43,"G[0,4200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004723801600011939,2.3619008000059694e-07,0.23619008000059694,4200.0
44,"G[0,4300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004813511759984976,2.4067558799924883e-07,0.24067558799924882,4300.0
45,"G[0,4400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004990720919995511,2.4953604599977554e-07,0.24953604599977552,4400.0
46,"G[0,4500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004924945839975408,2.4624729199877037e-07,0.24624729199877038,4500.0
47,"G[0,4600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004928845799986448,2.464422899993224e-07,0.24644228999932238,4600.0
48,"G[0,4700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005043060020016128,2.521530010008064e-07,0.2521530010008064,4700.0
49,"G[0,4800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005004174899959253,2.5020874499796264e-07,0.25020874499796264,4800.0
50,"G[0,4900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004980840020007236,2.490420010003618e-07,0.2490420010003618,4900.0
51,"G[0,5000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004914517579973108,2.457258789986554e-07,0.2457258789986554,5000.0
52,"F[0,1.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00495006498003022,2.47503249001511e-07,0.247503249001511,1.0
53,"F[0,100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005052450020029937,2.5262250100149683e-07,0.2526225010014968,100.0
54,"F[0,200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004998708240009364,2.499354120004682e-07,0.2499354120004682,200.0
55,"F[0,300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004933695800000351,2.466847900000175e-07,0.24668479000001753,300.0
56,"F[0,400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004992988340027296,2.496494170013648e-07,0.2496494170013648,400.0
57,"F[0,500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005012594120016729,2.5062970600083645e-07,0.25062970600083645,500.0
58,"F[0,600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004984570059978068,2.492285029989034e-07,0.2492285029989034,600.0
59,"F[0,700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004946656700049061,2.4733283500245305e-07,0.24733283500245307,700.0
60,"F[0,800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0049500308999995465,2.4750154499997735e-07,0.24750154499997734,800.0
61,"F[0,900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004948237539983893,2.4741187699919463e-07,0.24741187699919462,900.0
62,"F[0,1000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0049757366799713055,2.487868339985653e-07,0.24878683399856527,1000.0
63,"F[0,1100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005012744160012517,2.506372080006258e-07,0.25063720800062583,1100.0
64,"F[0,1200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00503315590002785,2.516577950013925e-07,0.25165779500139246,1200.0
65,"F[0,1300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005054020000015953,2.5270100000079765e-07,0.25270100000079765,1300.0
66,"F[0,1400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004996374199963611,2.4981870999818055e-07,0.24981870999818054,1400.0
67,"F[0,1500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004941640839970205,2.4708204199851024e-07,0.24708204199851025,1500.0
68,"F[0,1600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004843335060004392,2.4216675300021957e-07,0.24216675300021956,1600.0
69,"F[0,1700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004797836619982263,2.3989183099911314e-07,0.23989183099911315,1700.0
70,"F[0,1800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004904363280002144,2.452181640001072e-07,0.24521816400010718,1800.0
71,"F[0,1900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004859340059938404,2.4296700299692023e-07,0.24296700299692023,1900.0
72,"F[0,2000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00479288491996158,2.3964424599807897e-07,0.239644245998079,2000.0
73,"F[0,2100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004933104979963901,2.46655248998195e-07,0.24665524899819502,2100.0
74,"F[0,2200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004863551620001089,2.4317758100005447e-07,0.24317758100005446,2200.0
75,"F[0,2300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00478033328001402,2.3901666400070103e-07,0.23901666400070104,2300.0
76,"F[0,2400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004916432539985181,2.4582162699925904e-07,0.24582162699925905,2400.0
77,"F[0,2500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004898030920030578,2.449015460015289e-07,0.2449015460015289,2500.0
78,"F[0,2600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0047257224599616164,2.3628612299808083e-07,0.23628612299808083,2600.0
79,"F[0,2700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004973357499975464,2.486678749987732e-07,0.24866787499877321,2700.0
80,"F[0,2800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0048774484000023224,2.438724200001161e-07,0.2438724200001161,2800.0
81,"F[0,2900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004902608320035143,2.451304160017571e-07,0.2451304160017571,2900.0
82,"F[0,3000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004883885039989763,2.4419425199948816e-07,0.24419425199948816,3000.0
83,"F[0,3100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004802172439967762,2.401086219983881e-07,0.24010862199838812,3100.0
84,"F[0,3200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0049479548999897816,2.4739774499948906e-07,0.24739774499948905,3200.0
85,"F[0,3300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004877501660002963,2.4387508300014817e-07,0.24387508300014818,3300.0
86,"F[0,3400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004837174140011485,2.4185870700057423e-07,0.2418587070005742,3400.0
87,"F[0,3500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004847056580001663,2.4235282900008316e-07,0.24235282900008315,3500.0
88,"F[0,3600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00491068165998513,2.455340829992565e-07,0.2455340829992565,3600.0
89,"F[0,3700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00485728827999992,2.42864413999996e-07,0.242864413999996,3700.0
90,"F[0,3800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004923893320019488,2.461946660009744e-07,0.2461946660009744,3800.0
91,"F[0,3900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00482641259999582,2.41320629999791e-07,0.241320629999791,3900.0
92,"F[0,4000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004935522440036948,2.467761220018474e-07,0.24677612200184737,4000.0
93,"F[0,4100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004792554139967251,2.3962770699836256e-07,0.23962770699836256,4100.0
94,"F[0,4200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004992754180038901,2.4963770900194506e-07,0.24963770900194507,4200.0
95,"F[0,4300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005165414159964712,2.582707079982356e-07,0.2582707079982356,4300.0
96,"F[0,4400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004930244220013265,2.4651221100066326e-07,0.24651221100066326,4400.0
97,"F[0,4500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005149619900039397,2.574809950019699e-07,0.2574809950019699,4500.0
98,"F[0,4600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005087601699997322,2.543800849998661e-07,0.2543800849998661,4600.0
99,"F[0,4700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005100540780013034,2.550270390006517e-07,0.2550270390006517,4700.0
100,"F[0,4800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005044061720045647,2.5220308600228235e-07,0.25220308600228236,4800.0
101,"F[0,4900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.005021203280011832,2.5106016400059164e-07,0.2510601640005916,4900.0
102,"F[0,5000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0050104767200173225,2.5052383600086613e-07,0.25052383600086614,5000.0
103,"(x < 0.0) U[0,1.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00829254160000346,4.1462708000017306e-07,0.41462708000017306,1.0
104,"(x < 0.0) U[0,100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.01606291665999379,8.031458329996895e-07,0.8031458329996894,100.0
105,"(x < 0.0) U[0,200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.018403364999976475,9.201682499988237e-07,0.9201682499988237,200.0
106,"(x < 0.0) U[0,300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.021115508440025223,1.0557754220012611e-06,1.0557754220012612,300.0
107,"(x < 0.0) U[0,400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.023255307440049364,1.1627653720024681e-06,1.1627653720024682,400.0
108,"(x < 0.0) U[0,500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.02543979580001178,1.271989790000589e-06,1.271989790000589,500.0
109,"(x < 0.0) U[0,600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.027895456659962292,1.3947728329981147e-06,1.3947728329981146,600.0
110,"(x < 0.0) U[0,700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.029963657499956754,1.4981828749978377e-06,1.4981828749978376,700.0
111,"(x < 0.0) U[0,800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.032096757479976076,1.6048378739988038e-06,1.6048378739988038,800.0
112,"(x < 0.0) U[0,900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0345069991800392,1.7253499590019601e-06,1.72534995900196,900.0
113,"(x < 0.0) U[0,1000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.036694001660007414,1.8347000830003708e-06,1.8347000830003708,1000.0
114,"(x < 0.0) U[0,1100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.03874490913997761,1.9372454569988805e-06,1.9372454569988806,1100.0
115,"(x < 0.0) U[0,1200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0405553998999676,2.02776999499838e-06,2.02776999499838,1200.0
116,"(x < 0.0) U[0,1300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.042413906600022526,2.1206953300011262e-06,2.1206953300011264,1300.0
117,"(x < 0.0) U[0,1400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.04435269168001468,2.217634584000734e-06,2.2176345840007343,1400.0
118,"(x < 0.0) U[0,1500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.04673226913997496,2.3366134569987483e-06,2.3366134569987485,1500.0
119,"(x < 0.0) U[0,1600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.04895676989999629,2.4478384949998146e-06,2.4478384949998144,1600.0
120,"(x < 0.0) U[0,1700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.050966379220008094,2.5483189610004048e-06,2.5483189610004047,1700.0
121,"(x < 0.0) U[0,1800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.05299902505999853,2.6499512529999264e-06,2.6499512529999265,1800.0
122,"(x < 0.0) U[0,1900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.054909313300022404,2.7454656650011203e-06,2.74546566500112,1900.0
123,"(x < 0.0) U[0,2000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0571149842000068,2.85574921000034e-06,2.85574921000034,2000.0
124,"(x < 0.0) U[0,2100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.05934520164001697,2.9672600820008485e-06,2.9672600820008483,2100.0
125,"(x < 0.0) U[0,2200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.06113820678000593,3.0569103390002963e-06,3.056910339000296,2200.0
126,"(x < 0.0) U[0,2300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.06306125668001186,3.153062834000593e-06,3.153062834000593,2300.0
127,"(x < 0.0) U[0,2400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.06553492256000937,3.2767461280004683e-06,3.276746128000468,2400.0
128,"(x < 0.0) U[0,2500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0679942592200041,3.399712961000205e-06,3.3997129610002053,2500.0
129,"(x < 0.0) U[0,2600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.07014354912002091,3.5071774560010453e-06,3.5071774560010454,2600.0
130,"(x < 0.0) U[0,2700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.071756077500022,3.5878038750011e-06,3.5878038750010997,2700.0
131,"(x < 0.0) U[0,2800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.07454226337998988,3.7271131689994944e-06,3.7271131689994945,2800.0
132,"(x < 0.0) U[0,2900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.07648772249997819,3.82438612499891e-06,3.8243861249989095,2900.0
133,"(x < 0.0) U[0,3000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.07810265496000283,3.905132748000141e-06,3.9051327480001414,3000.0
134,"(x < 0.0) U[0,3100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.08060959494001509,4.030479747000754e-06,4.030479747000754,3100.0
135,"(x < 0.0) U[0,3200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.08262792255999557,4.131396127999778e-06,4.131396127999778,3200.0
136,"(x < 0.0) U[0,3300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.08406384172001707,4.203192086000854e-06,4.203192086000854,3300.0
137,"(x < 0.0) U[0,3400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.08617274746001385,4.3086373730006925e-06,4.308637373000693,3400.0
138,"(x < 0.0) U[0,3500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.08816084248000151,4.408042124000075e-06,4.408042124000075,3500.0
139,"(x < 0.0) U[0,3600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.08934962246002215,4.467481123001107e-06,4.467481123001107,3600.0
140,"(x < 0.0) U[0,3700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.091306575039971,4.56532875199855e-06,4.56532875199855,3700.0
141,"(x < 0.0) U[0,3800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.09295682080001826,4.647841040000913e-06,4.6478410400009125,3800.0
142,"(x < 0.0) U[0,3900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.09429713747999813,4.714856873999906e-06,4.714856873999906,3900.0
143,"(x < 0.0) U[0,4000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.09640196161996756,4.820098080998378e-06,4.8200980809983776,4000.0
144,"(x < 0.0) U[0,4100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.10931561167998552,5.465780583999276e-06,5.465780583999276,4100.0
145,"(x < 0.0) U[0,4200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.12199273249993894,6.0996366249969475e-06,6.099636624996948,4200.0
146,"(x < 0.0) U[0,4300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.1158295508399624,5.79147754199812e-06,5.79147754199812,4300.0
147,"(x < 0.0) U[0,4400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.11827394841999193,5.9136974209995965e-06,5.913697420999596,4400.0
148,"(x < 0.0) U[0,4500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.1208873092000249,6.044365460001245e-06,6.044365460001245,4500.0
149,"(x < 0.0) U[0,4600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.1265942807999636,6.3297140399981796e-06,6.32971403999818,4600.0
150,"(x < 0.0) U[0,4700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.12359771414000534,6.179885707000267e-06,6.179885707000267,4700.0
151,"(x < 0.0) U[0,4800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.12709408158002589,6.354704079001295e-06,6.354704079001294,4800.0
152,"(x < 0.0) U[0,4900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.12776606172001265,6.388303086000633e-06,6.388303086000633,4900.0
153,"(x < 0.0) U[0,5000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.13132133835999413,6.566066917999706e-06,6.566066917999707,5000.0
154,(x < 0.5) and (x > -0.5),EagerQualitative,Incremental,online,20000,50,0.005677171719989929,2.8385858599949645e-07,0.2838585859994964,0.0
155,"G[0,1000] (x > 0.5 -> F[0,100] (x < 0.0))",EagerQualitative,Incremental,online,20000,50,0.009016321680001056,4.508160840000528e-07,0.45081608400005285,1100.0
156,"(G[0,100] (x < 0.5)) or (G[100,150] (x > 0.0))",EagerQualitative,Incremental,online,20000,50,0.008872535960044843,4.4362679800224214e-07,0.44362679800224214,150.0
1,"G[0,1.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.0054166741600602105,2.708337080030105e-07,0.27083370800301054,1.0
2,"G[0,100.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.09416069507992689,4.708034753996344e-06,4.708034753996344,100.0
3,"G[0,200.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.25060161172003065,1.2530080586001532e-05,12.530080586001532,200.0
4,"G[0,300.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.44454392245997043,2.222719612299852e-05,22.22719612299852,300.0
5,"G[0,400.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.6590579625199916,3.295289812599958e-05,32.95289812599958,400.0
6,"G[0,500.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.8898508633200345,4.4492543166001726e-05,44.492543166001724,500.0
7,"G[0,600.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.141043644959991,5.705218224799955e-05,57.05218224799955,600.0
8,"G[0,700.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.3889334217000033,6.944667108500016e-05,69.44667108500016,700.0
9,"G[0,800.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.6461022640799365,8.230511320399683e-05,82.30511320399683,800.0
10,"G[0,900.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.9067516975400032,9.533758487700016e-05,95.33758487700015,900.0
11,"G[0,1000.0] (x > 0.0)",Rosi,Incremental,online,20000,50,2.170222935919928,0.00010851114679599641,108.51114679599641,1000.0
52,"F[0,1.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.005391693440005838,2.6958467200029187e-07,0.26958467200029185,1.0
53,"F[0,100.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.08579587750000428,4.289793875000214e-06,4.289793875000214,100.0
54,"F[0,200.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.2187176109399843,1.0935880546999215e-05,10.935880546999215,200.0
55,"F[0,300.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.3759876199599967,1.8799380997999833e-05,18.799380997999833,300.0
56,"F[0,400.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.5446867375400416,2.723433687700208e-05,27.23433687700208,400.0
57,"F[0,500.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.7200068624199594,3.600034312099797e-05,36.00034312099797,500.0
58,"F[0,600.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.9052840466800172,4.526420233400086e-05,45.264202334000856,600.0
59,"F[0,700.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.1085111441999924,5.542555720999962e-05,55.425557209999624,700.0
60,"F[0,800.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.2828909774000294,6.414454887000147e-05,64.14454887000147,800.0
61,"F[0,900.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.4716689108199716,7.358344554099859e-05,73.58344554099858,900.0
62,"F[0,1000.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.6626818993000052,8.313409496500027e-05,83.13409496500027,1000.0
103,"(x < 0.0) U[0,1.0] (x > 0.0)",Rosi,Incremental,online,20000,50,0.009128226639986678,4.5641133199933387e-07,0.45641133199933387,1.0
104,"(x < 0.0) U[0,100.0] (x > 0.0)",Rosi,Incremental,online,20000,50,1.2545872341800623,6.272936170900312e-05,62.72936170900312,100.0
105,"(x < 0.0) U[0,200.0] (x > 0.0)",Rosi,Incremental,online,20000,50,4.4321189842199695,0.00022160594921099847,221.6059492109985,200.0
106,"(x < 0.0) U[0,300.0] (x > 0.0)",Rosi,Incremental,online,20000,50,8.694965214999984,0.00043474826074999917,434.7482607499992,300.0
107,"(x < 0.0) U[0,400.0] (x > 0.0)",Rosi,Incremental,online,20000,50,14.60683995579997,0.0007303419977899985,730.3419977899986,400.0
108,"(x < 0.0) U[0,500.0] (x > 0.0)",Rosi,Incremental,online,20000,50,22.301591661680014,0.0011150795830840007,1115.0795830840007,500.0
109,"(x < 0.0) U[0,600.0] (x > 0.0)",Rosi,Incremental,online,20000,50,31.719191928459985,0.0015859595964229992,1585.959596422999,600.0
110,"(x < 0.0) U[0,700.0] (x > 0.0)",Rosi,Incremental,online,20000,50,42.93088215746015,0.002146544107873007,2146.5441078730073,700.0
111,"(x < 0.0) U[0,800.0] (x > 0.0)",Rosi,Incremental,online,20000,50,55.6198886199401,0.0027809944309970048,2780.9944309970047,800.0
112,"(x < 0.0) U[0,900.0] (x > 0.0)",Rosi,Incremental,online,20000,50,69.84199309744,0.0034920996548719998,3492.099654872,900.0
113,"(x < 0.0) U[0,1000.0] (x > 0.0)",Rosi,Incremental,online,20000,50,85.45549423163972,0.004272774711581986,4272.774711581986,1000.0
154,(x < 0.5) and (x > -0.5),Rosi,Incremental,online,20000,50,0.005732005019963253,2.866002509981627e-07,0.28660025099816266,0.0
155,"G[0,1000] (x > 0.5 -> F[0,100] (x < 0.0))",Rosi,Incremental,online,20000,50,20.944077206739966,0.0010472038603369983,1047.2038603369983,1100.0
156,"(G[0,100] (x < 0.5)) or (G[100,150] (x > 0.0))",Rosi,Incremental,online,20000,50,0.2972816307401808,1.4864081537009041e-05,14.86408153700904,150.0
